siteid,latitude_x,longitude_x,target_siteid,tos_field_ph,shire,stationCode,stationName,latitude_y,longitude_y,dateTime,rainfall.yearToDate,rainfall.period,production Level,state,Straw Yield /Ha Cereal Crop Average over 5 years,total residues,residue type,residue description,period,residue unit
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4,877.4,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6,573.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4,693.6,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0,448.7,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6,657.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6,679.0,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4,877.4,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6,573.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4,693.6,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0,448.7,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6,657.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6,679.0,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4,877.4,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6,573.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4,693.6,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0,448.7,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6,657.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6,679.0,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4,877.4,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6,573.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4,693.6,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0,448.7,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6,657.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6,679.0,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4,877.4,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6,573.8,2.5 - 3,Western Australia,2.98,70509,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190418,-31.14,118.478,TS0558,6.0,merredin,SB001,Burracoppin South,-31.58752,118.6972,2022-02-22,29.8,348.6,0.5 - 1,Western Australia,0.77,86993,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME,Merredin,-31.493128,118.226202,2022-02-22,28.2,360.6,0.5 - 1,Western Australia,0.77,86993,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME002,Merredin NG In,-31.485436,118.220944,2022-02-22,23.2,234.6,0.5 - 1,Western Australia,0.77,86993,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME003,Merredin NG Out,-31.484965,118.221424,2022-02-22,23.6,370.4,0.5 - 1,Western Australia,0.77,86993,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190566,-29.279,115.166,TS0455,7.0,irwin,AN001,Allanooka,-29.063612,114.997161,2022-02-20,0.0,612.0,1.5 - 2,Western Australia,1.98,28675,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190636,-31.297,115.56,TS0566,6.5,gingin,GW,Gingin West,-31.331817,115.603514,2022-02-22,0.8,938.8,2 - 2.5,Western Australia,2.28,2341,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190636,-31.297,115.56,TS0566,6.5,gingin,MOOR,Moore River,-31.175592,115.500219,2019-10-12,0.0,,2 - 2.5,Western Australia,2.28,2341,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190636,-31.297,115.56,TS0566,6.5,gingin,RF001,Regans Ford,-31.00103,115.680233,2022-02-22,0.4,722.8,2 - 2.5,Western Australia,2.28,2341,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190651,-31.748,116.672,TS0575,6.0,northam,MK,Muresk,-31.72772,116.69127,2022-02-22,0.0,636.0,2 - 2.5,Western Australia,2.13,46512,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190651,-31.748,116.672,TS0575,6.0,northam,NO,Northam,-31.651611,116.694194,2022-02-22,3.2,651.4,2 - 2.5,Western Australia,2.13,46512,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191506,-31.659,116.721,TS0574,5.5,northam,MK,Muresk,-31.72772,116.69127,2022-02-22,0.0,636.0,2 - 2.5,Western Australia,2.13,46512,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191506,-31.659,116.721,TS0574,5.5,northam,NO,Northam,-31.651611,116.694194,2022-02-22,3.2,651.4,2 - 2.5,Western Australia,2.13,46512,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190701,-32.122,118.208,TS0590,9.0,narembeen,NB002,Mount Walker,-32.055417,118.81817,2022-02-22,56.6,351.2,0.5 - 1,Western Australia,0.9,111333,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190701,-32.122,118.208,TS0590,9.0,narembeen,NB001,Narembeen,-32.10805,118.40635,2022-02-22,26.2,511.6,0.5 - 1,Western Australia,0.9,111333,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190707,-33.403,117.742,TS0606,8.0,dumbleyung,DU001,Dumbleyung,-33.322317,117.749167,2022-02-22,4.4,529.6,1.5 - 2,Western Australia,1.6,129134,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190707,-33.403,117.742,TS0606,8.0,dumbleyung,DU002,Dumbleyung GRDC,-33.33905,117.784184,2022-02-22,0.4,549.2,1.5 - 2,Western Australia,1.6,129134,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190710,-31.807,117.654,TS0578,6.5,kellerberrin,KE001,Kellerberrin,-31.6179,117.7203,2022-02-22,8.8,378.6,1 - 1.5,Western Australia,1.23,82086,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190769,-30.928,117.383,TS0551,7.5,koorda,KO001,Koorda,-30.828382,117.501453,2022-02-22,12.0,413.4,0.5 - 1,Western Australia,0.58,36053,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,BY001,Bremer Bay,-34.382888,119.32666,2022-02-22,22.6,778.2,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,GA001,Gairdner,-34.305433,119.09855,2022-02-22,18.0,605.8,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,JE002,Jerramungup Town,-33.944644,118.913419,2022-02-22,18.4,605.4,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,BY001,Bremer Bay,-34.382888,119.32666,2022-02-22,22.6,778.2,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,GA001,Gairdner,-34.305433,119.09855,2022-02-22,18.0,605.8,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,JE002,Jerramungup Town,-33.944644,118.913419,2022-02-22,18.4,605.4,1.5 - 2,Western Australia,1.84,153571,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191130,-30.842,118.267,TS0548,6.5,mukinbudin,MU001,Mukinbudin,-30.9187,118.2506,2022-02-22,28.8,355.3,0.5 - 1,Western Australia,0.72,74012,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191134,-29.907,115.996,TS0533,6.5,coorow,CW001,Coorow,-29.93692095,115.9720375,2022-02-22,10.0,521.0,0.5 - 1,Western Australia,0.74,44921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191134,-29.907,115.996,TS0533,6.5,coorow,ML001,Warradarge East,-30.039117,115.49881,2022-02-22,3.4,625.8,0.5 - 1,Western Australia,0.74,44921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191282,-29.908,115.995,TS0533,7.5,coorow,CW001,Coorow,-29.93692095,115.9720375,2022-02-22,10.0,521.0,0.5 - 1,Western Australia,0.74,44921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191282,-29.908,115.995,TS0533,7.5,coorow,ML001,Warradarge East,-30.039117,115.49881,2022-02-22,3.4,625.8,0.5 - 1,Western Australia,0.74,44921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191438,-29.871,117.715,TS0465,8.0,mount marshall,BE001,Beacon,-30.47333,117.88111,2022-02-22,25.2,530.8,0.5 - 1,Western Australia,0.69,80921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191438,-29.871,117.715,TS0465,8.0,mount marshall,BC001,Bencubbin,-30.818056,117.864758,2022-02-22,33.4,437.2,0.5 - 1,Western Australia,0.69,80921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191533,-29.742,117.799,TS0467,7.5,mount marshall,BE001,Beacon,-30.47333,117.88111,2022-02-22,25.2,530.8,0.5 - 1,Western Australia,0.69,80921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191533,-29.742,117.799,TS0467,7.5,mount marshall,BC001,Bencubbin,-30.818056,117.864758,2022-02-22,33.4,437.2,0.5 - 1,Western Australia,0.69,80921,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191559,-32.244,117.039,TS0594,7.5,beverley,EB,East Beverley,-32.142505,117.173785,2022-02-22,2.6,565.2,2 - 2.5,Western Australia,2.14,84722,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
2007191559,-32.244,117.039,TS0594,7.5,beverley,DALE,Mount Dale,-32.126141,116.299525,2021-03-13,0.0,103.8,2 - 2.5,Western Australia,2.14,84722,Straw residue,Average Shire Yield of Cereal Residue in Tonnes for 2006-2010 minus 1t/ha for groundcover,2009 - 2010,Tonnes/LGA
