siteid,latitude_x,longitude_x,target_siteid,tos_field_ph,shire,stationCode,stationName,latitude_y,longitude_y,dateTime,rainfall.yearToDate
2007190901,-31.351,120.209,TS0564,8.0,coolgardie,BTSD,DFES-D Boorabbin,-31.2143,120.2593,2022-02-22,9.2
2007191121,-31.234,121.962,TS0561,6.5,coolgardie,BTSD,DFES-D Boorabbin,-31.2143,120.2593,2022-02-22,9.2
2007190071,-32.052,118.166,TS0586,6.0,bruce rock,SH002,Babakin,-32.12548,118.00406,2022-02-22,1.0
2007190071,-32.052,118.166,TS0586,6.0,bruce rock,ME004,Belka East,-31.7285278,118.2979722,2022-02-22,21.0
2007190071,-32.052,118.166,TS0586,6.0,bruce rock,SH001,Shackleton,-31.9456,117.8383,2022-02-22,28.8
2007190289,-32.051,118.166,TS0586,6.0,bruce rock,SH002,Babakin,-32.12548,118.00406,2022-02-22,1.0
2007190289,-32.051,118.166,TS0586,6.0,bruce rock,ME004,Belka East,-31.7285278,118.2979722,2022-02-22,21.0
2007190289,-32.051,118.166,TS0586,6.0,bruce rock,SH001,Shackleton,-31.9456,117.8383,2022-02-22,28.8
2007190073,-32.573,118.451,TS0598,6.5,kulin,KI001,Kulin,-32.790382,118.301848,2022-02-22,3.4
2007190073,-32.573,118.451,TS0598,6.5,kulin,PN001,Pingaring,-32.7340833,118.627139,2022-02-22,1.2
2007190086,-32.761,115.906,TS0596,6.0,murray,SOLS,Mount Solus,-32.47,116.214333,2022-02-22,0.0
2007190086,-32.761,115.906,TS0596,6.0,murray,PI001,Pinjarra,-32.695554,115.916265,2022-02-22,1.8
2007190101,-31.629,115.73,TS0573,7.0,wanneroo,PINJ,Pinjar Tower,-31.658787,115.776057,2022-02-22,3.2
2007190101,-31.629,115.73,TS0573,7.0,wanneroo,WN,Wanneroo,-31.583153,115.694155,2022-02-22,0.2
2007190163,-32.912,115.823,TS0601,5.0,waroona,WR,Waroona,-32.856145,115.894339,2022-02-22,1.8
2007190207,-32.999,118.555,TS0604,7.5,lake grace,DR001,Dragon Rocks,-32.8497,119.038966,2022-02-22,17.0
2007190207,-32.999,118.555,TS0604,7.5,lake grace,LK,Lake King,-33.025421,119.800027,2022-02-22,16.2
2007190207,-32.999,118.555,TS0604,7.5,lake grace,MG001,Magenta,-33.27912,119.16365,2022-02-22,20.4
2007190207,-32.999,118.555,TS0604,7.5,lake grace,NE,Newdegate,-33.112956,118.839964,2022-02-22,13.0
2007190459,-32.789,118.591,TS0600,6.0,lake grace,DR001,Dragon Rocks,-32.8497,119.038966,2022-02-22,17.0
2007190459,-32.789,118.591,TS0600,6.0,lake grace,LK,Lake King,-33.025421,119.800027,2022-02-22,16.2
2007190459,-32.789,118.591,TS0600,6.0,lake grace,MG001,Magenta,-33.27912,119.16365,2022-02-22,20.4
2007190459,-32.789,118.591,TS0600,6.0,lake grace,NE,Newdegate,-33.112956,118.839964,2022-02-22,13.0
2007191296,-32.941,120.345,TS0602,8.0,lake grace,DR001,Dragon Rocks,-32.8497,119.038966,2022-02-22,17.0
2007191296,-32.941,120.345,TS0602,8.0,lake grace,LK,Lake King,-33.025421,119.800027,2022-02-22,16.2
2007191296,-32.941,120.345,TS0602,8.0,lake grace,MG001,Magenta,-33.27912,119.16365,2022-02-22,20.4
2007191296,-32.941,120.345,TS0602,8.0,lake grace,NE,Newdegate,-33.112956,118.839964,2022-02-22,13.0
2007190235,-24.7,115.309,TS0391,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190282,-24.107,116.455,TS0373,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190342,-25.147,116.934,TS0404,7.5,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190915,-25.193,115.511,TS0406,7.5,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190976,-25.045,117.587,TS0401,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190989,-25.147,116.933,TS0404,7.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007191377,-25.742,115.124,TS0416,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007191392,-25.026,115.864,TS0402,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007191419,-24.025,115.674,TS0367,8.0,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007191503,-24.75,116.26,TS0389,7.5,upper gascoyne,BTSA,DFES-A Portable,-25.055,115.2096,2022-02-22,13.4
2007190281,-23.892,113.995,TS0368,7.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190541,-24.958,114.807,TS0396,7.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190683,-23.754,114.391,TS0363,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190691,-25.996,114.316,TS0471,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190803,-25.753,114.202,TS0421,7.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190923,-25.742,114.295,TS0469,8.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191018,-25.059,113.971,TS0405,7.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191021,-23.293,113.921,TS0347,8.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191126,-23.631,113.986,TS0359,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191172,-23.707,113.898,TS0371,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191192,-24.818,113.811,TS0397,7.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191339,-24.819,113.809,TS0397,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191384,-24.518,114.014,TS0372,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191408,-24.64,113.845,TS0386,8.0,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007191571,-25.311,114.124,TS0409,7.5,carnarvon,CA,Carnarvon 1,-24.851402,113.731443,2022-02-22,3.6
2007190287,-29.551,115.813,TS0468,8.5,three springs,TS001,Three Springs,-29.52322,115.85893,2022-02-22,25.2
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007190311,-30.539,115.226,TS0542,7.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007190959,-30.3,115.197,TS0541,5.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007191230,-30.877,115.651,TS0544,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007191259,-30.539,115.227,TS0542,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BA,Badgingarra,-30.338049,115.539491,2022-02-22,0.4
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,BCAB,DBCA-B Portable,-30.2762,115.0926,2022-02-22,0.0
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,DG001,Dandaragan East,-30.826939,115.763161,2022-02-22,6.6
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,JB001,Jurien Bay,-30.29605,115.2213,2022-02-22,8.6
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,LE,Lancelin East,-30.884833,115.407943,2022-02-22,0.4
2007191353,-30.698,115.585,TS0546,6.0,dandaragan,MZ002,Moora NW,-30.612997,115.897434,2022-02-22,5.6
2007190408,-33.315,115.837,TS0603,5.0,harvey,BJ,Brunswick Junction,-33.270855,115.79648,2022-02-22,6.6
2007190408,-33.315,115.837,TS0603,5.0,harvey,HV,Harvey,-33.062245,115.854561,2022-02-22,2.4
2007190408,-33.315,115.837,TS0603,5.0,harvey,LG,Logue Brook,-32.99347,115.93958,2022-02-22,3.4
2007190408,-33.315,115.837,TS0603,5.0,harvey,MY,Myalup,-33.091703,115.717528,2022-02-22,1.2
2007190418,-31.14,118.478,TS0558,6.0,merredin,SB001,Burracoppin South,-31.58752,118.6972,2022-02-22,29.8
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME,Merredin,-31.493128,118.226202,2022-02-22,28.2
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME002,Merredin NG In,-31.485436,118.220944,2022-02-22,23.2
2007190418,-31.14,118.478,TS0558,6.0,merredin,ME003,Merredin NG Out,-31.484965,118.221424,2022-02-22,23.6
2007190566,-29.279,115.166,TS0455,7.0,irwin,AN001,Allanooka,-29.063612,114.997161,2022-02-20,0.0
2007190636,-31.297,115.56,TS0566,6.5,gingin,GW,Gingin West,-31.331817,115.603514,2022-02-22,0.8
2007190636,-31.297,115.56,TS0566,6.5,gingin,MOOR,Moore River,-31.175592,115.500219,2019-10-12,0.0
2007190636,-31.297,115.56,TS0566,6.5,gingin,RF001,Regans Ford,-31.00103,115.680233,2022-02-22,0.4
2007190651,-31.748,116.672,TS0575,6.0,northam,MK,Muresk,-31.72772,116.69127,2022-02-22,0.0
2007190651,-31.748,116.672,TS0575,6.0,northam,NO,Northam,-31.651611,116.694194,2022-02-22,3.2
2007191506,-31.659,116.721,TS0574,5.5,northam,MK,Muresk,-31.72772,116.69127,2022-02-22,0.0
2007191506,-31.659,116.721,TS0574,5.5,northam,NO,Northam,-31.651611,116.694194,2022-02-22,3.2
2007190701,-32.122,118.208,TS0590,9.0,narembeen,NB002,Mount Walker,-32.055417,118.81817,2022-02-22,56.6
2007190701,-32.122,118.208,TS0590,9.0,narembeen,NB001,Narembeen,-32.10805,118.40635,2022-02-22,26.2
2007190707,-33.403,117.742,TS0606,8.0,dumbleyung,DU001,Dumbleyung,-33.322317,117.749167,2022-02-22,4.4
2007190707,-33.403,117.742,TS0606,8.0,dumbleyung,DU002,Dumbleyung GRDC,-33.33905,117.784184,2022-02-22,0.4
2007190710,-31.807,117.654,TS0578,6.5,kellerberrin,KE001,Kellerberrin,-31.6179,117.7203,2022-02-22,8.8
2007190726,-33.61,115.559,TS0608,6.0,capel,CL001,Capel,-33.60946667,115.6406667,2022-02-22,4.4
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,BCAA,DBCA-A Portable,-33.935,115.0842,2022-02-22,14.4
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,KR001,Karridale,-34.227964,115.143141,2022-02-22,18.4
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,LAWS,Lawson Road,-33.894133,115.4506,2022-02-22,4.2
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,MR002,Margaret River,-33.971865,115.105013,2022-02-22,25.0
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,RB001,Rosa Brook,-33.936255,115.219066,2022-02-22,11.4
2007190730,-34.162,115.184,TS0621,6.5,augusta margaret river,SR001,Scott River,-34.25065,115.28935,2022-02-22,14.0
2007190769,-30.928,117.383,TS0551,7.5,koorda,KO001,Koorda,-30.828382,117.501453,2022-02-22,12.0
2007190810,-32.121,116.033,TS0587,6.0,armadale,GE001,Glen Eagle,-32.252814,116.141504,2022-02-22,4.6
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,BY001,Bremer Bay,-34.382888,119.32666,2022-02-22,22.6
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,GA001,Gairdner,-34.305433,119.09855,2022-02-22,18.0
2007190818,-34.266,119.403,TS0622,6.5,jerramungup,JE002,Jerramungup Town,-33.944644,118.913419,2022-02-22,18.4
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,BY001,Bremer Bay,-34.382888,119.32666,2022-02-22,22.6
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,GA001,Gairdner,-34.305433,119.09855,2022-02-22,18.0
2007191157,-34.266,119.402,TS0622,7.0,jerramungup,JE002,Jerramungup Town,-33.944644,118.913419,2022-02-22,18.4
2007190861,-29.545,116.714,TS0461,5.5,perenjori,CE002,Carnamah East,-29.69999,116.14498,2022-02-22,25.8
2007190861,-29.545,116.714,TS0461,5.5,perenjori,LA001,Latham,-29.7974,116.5539,2022-02-22,63.2
2007190861,-29.545,116.714,TS0461,5.5,perenjori,PJ001,Perenjori,-29.42313,116.28129,2022-02-22,20.0
2007191589,-29.273,116.426,TS0451,8.0,perenjori,CE002,Carnamah East,-29.69999,116.14498,2022-02-22,25.8
2007191589,-29.273,116.426,TS0451,8.0,perenjori,LA001,Latham,-29.7974,116.5539,2022-02-22,63.2
2007191589,-29.273,116.426,TS0451,8.0,perenjori,PJ001,Perenjori,-29.42313,116.28129,2022-02-22,20.0
2007190954,-33.518,116.807,TS0607,5.0,west arthur,CD001,Cordering,-33.538306,116.606491,2022-02-22,1.4
2007190954,-33.518,116.807,TS0607,5.0,west arthur,DK001,Darkan,-33.26455,116.8262,2022-02-22,0.0
2007191130,-30.842,118.267,TS0548,6.5,mukinbudin,MU001,Mukinbudin,-30.9187,118.2506,2022-02-22,28.8
2007191134,-29.907,115.996,TS0533,6.5,coorow,CW001,Coorow,-29.93692095,115.9720375,2022-02-22,10.0
2007191134,-29.907,115.996,TS0533,6.5,coorow,ML001,Warradarge East,-30.039117,115.49881,2022-02-22,3.4
2007191282,-29.908,115.995,TS0533,7.5,coorow,CW001,Coorow,-29.93692095,115.9720375,2022-02-22,10.0
2007191282,-29.908,115.995,TS0533,7.5,coorow,ML001,Warradarge East,-30.039117,115.49881,2022-02-22,3.4
2007191194,-34.958,117.041,TS0628,5.0,denmark,BTSF,DFES-F Portable,-35.0298,117.144,2022-02-10,27.6
2007191194,-34.958,117.041,TS0628,5.0,denmark,BTSG,DFES-G Portable,-34.9312,117.179,2022-02-10,10.8
2007191194,-34.958,117.041,TS0628,5.0,denmark,DM001,Denmark,-34.95226,117.370933,2022-02-22,19.4
2007191194,-34.958,117.041,TS0628,5.0,denmark,DM002,Quickup Dam,-34.905084,117.377723,2022-02-22,23.8
2007191366,-29.851,115.154,TS0532,6.5,carnamah,EN001,Eneabba,-29.77764,115.31929,2022-02-22,0.2
2007191438,-29.871,117.715,TS0465,8.0,mount marshall,BE001,Beacon,-30.47333,117.88111,2022-02-22,25.2
2007191438,-29.871,117.715,TS0465,8.0,mount marshall,BC001,Bencubbin,-30.818056,117.864758,2022-02-22,33.4
2007191533,-29.742,117.799,TS0467,7.5,mount marshall,BE001,Beacon,-30.47333,117.88111,2022-02-22,25.2
2007191533,-29.742,117.799,TS0467,7.5,mount marshall,BC001,Bencubbin,-30.818056,117.864758,2022-02-22,33.4
2007191491,-33.427,115.712,TS0605,7.0,dardanup,DA,Dardanup (Waterloo),-33.33677,115.783505,2022-02-22,2.2
2007191491,-33.427,115.712,TS0605,7.0,dardanup,DA002,Dardanup 2,-33.38717,115.86655,2022-02-22,5.0
2007191559,-32.244,117.039,TS0594,7.5,beverley,EB,East Beverley,-32.142505,117.173785,2022-02-22,2.6
2007191559,-32.244,117.039,TS0594,7.5,beverley,DALE,Mount Dale,-32.126141,116.299525,2021-03-13,0.0
